"215918_s_at","217046_s_at","205941_s_at","202524_s_at","217428_s_at","217771_at","207302_at","206208_at","206209_s_at","213715_s_at","205637_s_at","205107_s_at","217177_s_at","204396_s_at","203435_s_at","220027_s_at","210608_s_at","49111_at","202523_s_at","221861_at","207547_s_at","205200_at","209470_s_at","210081_at","206283_s_at","219719_at","209469_at","212115_at","209793_at","204271_s_at","209875_s_at","43511_s_at","219508_at","210838_s_at","202148_s_at","200878_at","209904_at","219125_s_at","212975_at","209074_s_at","201004_at","204500_s_at","220677_s_at","63305_at","204677_at","216620_s_at","219059_s_at","209789_at","208981_at"
7.952308243,8.600230396,7.391392417,9.794251363,5.896012909,7.107418072,7.046646482,6.518165438,8.189405299,7.199193116,8.258223852,6.67052795,6.326419025,9.168235953,9.682970922,9.057676394,6.999632781,8.300439659,8.268680598,9.704481419,9.105343379,9.590965035,7.662869734,10.94083954,6.623902005,8.543955072,6.656558844,9.273967489,6.521740595,8.914400335,7.229010084,8.968388085,6.91037344,7.156148181,7.923177113,12.31817958,7.955654973,8.498603258,8.661415143,11.28327177,11.39754656,7.372534254,6.659819474,8.191460938,8.64663468,9.183677782,9.062361236,7.516267268,10.81495518
7.043205983,5.897985194,9.386741117,8.124776856,8.517594932,9.894351133,6.472114852,5.30226892,6.636121672,6.538605461,7.721357817,8.283564535,5.584844165,8.004390909,8.449058617,7.842973432,8.248317856,7.643433405,7.663131616,9.139006414,6.804884378,7.055338002,5.714723654,6.585297588,5.881830161,7.635543966,5.088821678,10.36174443,6.123031474,7.675736937,11.38507163,8.261551355,8.474118886,6.340705945,8.469047388,11.14393205,5.066516242,9.136792162,8.255804206,6.583591403,11.7119746,6.926518433,5.465921681,7.416474286,6.974731724,9.251542114,7.725404217,6.877165125,9.234798334
8.741789172,10.68269219,7.054436378,11.07355359,5.733491879,6.971057051,7.789885476,8.583628999,10.53799773,8.361711468,9.030883027,6.913475421,6.674502085,10.48199327,10.42442155,10.2268016,6.812208746,9.275582501,8.776035081,10.5420535,8.856913195,11.59075971,9.561354211,12.73281096,7.164713438,9.683134515,8.820725394,9.625772431,7.673583436,10.71885286,7.014811684,10.09999555,6.828101897,7.84666998,7.66526462,13.71504625,9.515758776,8.409666015,9.397682026,10.57319751,11.1127157,7.183449515,7.922052506,8.969776799,10.23262575,10.49876819,9.464702035,8.005297569,11.49326
6.812981155,6.665463487,8.115750195,8.980630467,7.037526273,10.02215401,6.434033791,6.457383449,6.798823043,7.17576246,7.60106464,6.953547662,5.450547869,7.281855777,8.225255676,7.820781926,6.502439271,8.299397123,7.904056422,9.395523511,7.397760485,8.437647838,5.633082567,8.171248293,5.698986531,8.502818363,5.320328034,9.913659419,6.532252675,7.572078206,11.72112822,8.745378891,9.340885643,6.727498172,8.529023441,11.26822279,5.256513886,8.69969862,8.5428904,7.574080448,12.1486181,6.547129518,5.762458014,7.69390277,6.627692653,8.577452762,8.001806909,8.022246308,10.00452201
8.328489237,9.509770572,7.435201482,10.92527966,6.142981822,7.346378635,7.463973063,8.114513678,9.736289384,8.573204566,8.485786886,6.756858602,6.904943451,10.16956676,9.893426471,10.0209826,6.338807523,9.171206303,8.925166762,10.51887087,8.812111016,11.41616809,8.787026205,12.15960516,7.405437119,9.55995523,7.393634047,9.272495119,7.141357155,9.966580581,6.5792273,9.524394037,6.546103774,7.394651986,8.062074264,13.19167059,9.138042481,8.473389412,9.511651446,10.53673143,11.31428149,7.431719609,7.131514867,8.297571391,9.246376094,10.19213989,9.281833929,7.680023969,11.3869752
7.777880055,6.384810655,8.736736043,7.613782407,7.302935213,7.759290149,6.933644773,5.657644203,6.980866939,7.090477111,8.012955063,7.492094942,5.291347236,7.886882661,9.826022733,8.198334772,6.659025788,7.516173836,8.080619565,9.186941106,6.95790457,7.328753145,6.24430051,7.759076467,5.792943074,7.791202423,5.24485365,9.575497251,6.336279903,7.511059464,12.93593748,8.010487801,6.946474664,6.71992844,8.965498479,9.945022013,4.928397731,8.961674529,7.947284186,7.486483786,11.42385101,6.792241765,6.067275218,8.124996642,6.050899121,9.120874394,7.998594263,7.686932128,9.001312357
8.42777914,10.91890146,7.234581115,10.84600512,5.765427931,7.13546178,7.312472308,8.229113527,9.798489955,8.587606129,8.818863031,6.626922744,6.678889709,10.45987833,9.722392146,9.84313168,6.550924928,8.938372266,9.098562991,10.31163362,8.893623281,12.22023033,9.744317843,13.03748609,7.030446654,9.630555268,8.709170785,9.638210614,7.140042868,10.79843795,6.417413232,9.767764639,6.597500392,7.961999848,7.710448285,13.69490256,9.888236555,8.463751705,9.507431587,10.49790823,11.16822698,7.683553507,7.517464468,8.447394719,10.43400088,10.08953162,9.799086626,7.724831994,11.61429712
6.884408808,6.83719602,9.815308325,8.453072117,8.920814911,9.944556457,6.075346349,5.664384078,6.837841554,6.709323532,7.661579711,7.332560045,5.228111122,7.262164113,8.331908915,8.273637332,7.804354957,7.840201379,7.982942913,9.1193452,7.131152144,7.728611166,5.751798192,8.210002192,5.558273171,7.743871586,5.200389816,9.465547258,6.256492547,7.69405933,12.05959984,8.313244804,8.695396755,6.434366409,8.446072174,10.87473326,5.668573774,9.210304845,8.130366884,7.644964536,12.44584344,6.608186993,5.680011612,7.290526477,7.043073405,9.048966414,7.67366658,7.107441852,9.776664478
7.162088387,6.433353887,10.48015101,7.208034475,9.935596128,9.08996242,6.672342591,5.304479527,6.962457977,6.890900452,7.729605833,9.042539727,5.495272152,7.26020395,8.965142441,8.468518335,7.187136636,7.59485506,7.831715053,8.777785753,7.068848037,7.087000974,5.799361922,7.251408192,5.807584896,7.704241924,5.112707592,10.39870897,6.329965459,7.600731903,11.80973882,8.107912314,7.586104946,6.610103037,9.529156652,10.37924394,6.587347461,9.80650146,7.4708962,7.596551268,12.06803256,6.922907541,5.402874201,7.490635035,6.167611209,9.61752015,7.946919237,7.015055662,8.896449802
7.993228396,9.260139828,7.362965935,9.855745993,5.689065651,7.134879362,7.578733894,7.823466853,9.631551108,7.703114578,8.472066314,6.664754652,6.132530257,9.810967444,9.397155089,9.347653326,6.599007206,8.763570729,8.453532506,9.888255228,8.781252052,10.64543069,8.152905524,11.9795063,6.781484369,9.082516964,6.743993165,9.145038108,6.971787905,9.911033052,7.608888797,9.156711055,6.85716758,7.172713113,7.871212523,12.78640697,9.077990426,8.837676034,8.797250248,10.70286485,11.07499158,7.400989561,7.612930082,8.540205274,8.798919716,9.694125842,8.952212631,7.585174354,11.04548493
7.937047597,8.486506633,8.015338724,9.964278888,6.053562456,7.563215467,7.881246362,6.736261824,8.25652004,7.98342812,8.105188281,6.885018043,6.286911334,9.691801542,9.620007424,9.291920779,6.775201671,8.542556011,8.317424197,9.284486679,8.888461666,9.067299965,8.373694624,10.72321194,7.061393129,8.915662469,6.077305325,8.802645074,7.294444122,9.517953538,7.496933014,8.88684259,6.960788146,7.470942034,8.461698001,12.47179823,6.492515366,8.177680506,8.465625536,10.98055253,10.07860927,7.150506081,8.039098659,8.529886051,8.082772822,9.781001694,9.633394176,6.818619572,10.12829644
7.161284699,5.772862833,8.89922049,7.651184332,7.426254258,9.134528296,6.992123764,5.48434288,6.614221577,6.880311654,8.019694674,7.86116601,5.267890508,6.131751415,8.481784462,8.348271284,7.623827491,8.228810174,8.292446257,9.173363632,7.325845771,6.424697105,6.472085889,6.768387507,5.453609841,7.049525492,5.369319027,10.89918268,6.022217469,7.529115577,13.34023242,8.469531533,9.166208283,6.373405891,8.922802956,11.54993721,4.750159681,9.295397868,7.980926402,7.226306398,11.84911723,6.778860162,5.632641666,8.002327681,6.689266543,8.924410064,8.170760889,7.479590646,9.310383962
8.165890536,9.552576743,7.824464557,10.03731792,5.711060425,6.814818073,7.159704365,7.77360567,9.297959825,8.147688402,8.345192124,6.822049255,6.258815846,9.685378814,10.53327586,9.443143543,7.233859849,8.319001099,8.719700742,9.908235134,9.363702618,11.24231977,8.756081386,12.35869814,7.050084538,9.0250265,6.972408473,9.320746719,7.284123941,9.705353009,6.817841196,8.97156061,6.843326327,7.639175612,8.235315015,12.76222252,8.596535505,8.764372444,8.923165593,11.20489984,11.00268356,7.422183276,6.961416092,8.247933495,9.006276578,9.628524223,9.504485545,7.980608171,11.12822145
7.224885905,6.283199887,9.995134504,7.928221238,9.242467277,9.60212863,6.739741856,5.367585345,6.939746431,6.924506812,7.927590883,7.290233232,5.428611035,7.286629892,9.48022808,8.074109675,7.012085752,7.751073066,7.777724216,8.976811695,6.961299846,6.439677063,5.998011294,7.228421354,5.913640632,8.011603376,5.063580011,10.32117194,6.191494351,7.281024434,12.84056703,8.212175282,7.773764109,6.680711114,8.845276481,10.83997503,5.2781707,8.814569057,8.117362171,6.858443249,11.5133801,6.985656481,5.578216396,7.701975929,6.110082494,9.689299497,8.093388629,7.103651644,9.05043911
8.865593481,9.68740835,7.236784241,10.48625579,5.920094259,6.87459665,8.251028634,7.17694885,9.055813741,8.094634394,9.232031391,6.728135188,7.5489594,10.42888981,11.14952794,9.232645627,6.685152719,8.77910176,8.080830321,10.04668001,9.401641804,9.497001748,10.62459696,10.64975589,7.192427371,9.215653715,8.989201826,9.485209539,7.659298594,10.85918876,7.462453566,9.591275298,6.728927863,6.852326184,7.133152527,13.69191183,8.514719615,7.753122211,8.944525566,10.667278,9.841410214,8.936371549,6.693714721,8.837660619,9.596078419,10.01526964,10.00620942,7.71860933,11.31688123
7.25340956,6.069365469,10.14184721,9.242295084,10.60938655,9.464998479,6.624853567,5.826596414,6.814882344,6.782181952,7.708819584,7.382939714,5.294913965,7.302792171,8.838457328,7.880453773,7.648088884,7.449746239,9.025816406,8.619260712,7.108533789,6.161657027,5.839750447,6.560791085,5.756835427,7.668869454,5.118334341,10.35363072,6.154583143,7.457721963,12.74269851,7.97193287,6.796601538,6.422820133,8.301746855,10.39702284,6.55071749,9.482093893,8.106437248,6.925647567,11.64680726,6.535163615,5.200792428,7.403738649,6.932759656,8.414329309,7.611558267,6.848148073,9.240505056
8.096978331,9.15418956,6.904628479,9.887614882,5.692213907,6.993979767,7.090261087,8.205707398,9.893222648,7.698928758,8.28839974,6.905744947,6.481302971,9.573324854,9.599985882,9.509210918,6.419952757,9.030827109,8.618658641,10.37059444,9.175039884,11.28344878,8.257685457,11.40578407,6.658868879,9.012309381,6.708958528,9.342673038,6.708269261,9.676419649,7.392793732,9.691927112,6.86188374,7.28851682,7.48743663,12.87889409,8.704820917,8.802854988,8.958668008,10.55084377,11.14457755,7.576151326,7.109937056,8.332029776,9.471890531,9.480616187,9.681458756,7.319351608,11.27832365
6.407641428,6.014625461,8.368871573,8.445989493,6.730064145,9.418894881,6.914458881,6.100416321,6.736462772,7.603355396,8.163772858,7.00801714,5.133409002,7.498181792,8.52955692,7.938146757,6.252499249,7.727711398,8.282842085,8.997046982,7.21810071,7.204663748,5.937504987,7.3386497,6.141014723,8.052943262,5.489844938,10.06471762,6.808211188,7.46650814,12.36625974,8.288638,8.067964224,7.07899543,9.509336883,10.88864665,6.020852539,8.810402548,8.925802048,7.239356525,11.81867939,6.976372372,6.035039711,7.276480796,6.882125899,8.61687197,8.304734412,7.054060412,9.70619142
8.605740955,9.260540225,7.320180957,10.1332826,5.845563861,6.942911039,7.588061898,7.572544927,9.341645821,7.731324588,8.593306522,6.96658465,6.673577036,9.598518776,10.29845621,9.576657285,6.496990809,8.308801567,8.691431815,9.662948095,8.351954174,10.81810427,9.113948355,12.32035415,6.824701117,8.741602343,7.604171932,8.851423884,7.080992856,9.660301388,7.393709374,8.849877831,6.732557997,7.358174132,8.108870649,13.16014884,8.593105955,8.433551735,9.340445215,10.33876529,10.14701116,8.000741523,6.846888755,8.826407217,9.434051573,9.797129759,9.10861013,7.758603228,10.80945869
6.56281531,6.251960722,9.519185804,8.129807138,8.239228556,9.643940594,6.624304751,5.585329166,6.876160634,6.915554147,7.791113436,9.56827666,5.490458132,7.664405921,8.234509644,8.547169073,7.457333744,8.011543136,8.062971306,9.093967079,7.159851479,7.006871901,5.827459512,6.718040199,5.908298565,7.952166118,5.331272233,10.32178434,5.999666781,7.666934876,12.16080714,8.477266352,8.455977078,6.748213361,8.824088023,11.29020815,5.190841929,9.695392712,7.926531442,7.298532507,12.369232,6.943254014,5.406957551,7.55564219,7.084323194,8.7694262,8.275258504,7.179611765,9.56839769
7.247102577,6.550939843,9.963867476,8.5055958,9.882200587,9.433094874,6.203548644,5.592807725,6.996548314,6.816111106,7.52304868,8.339415733,5.611854803,8.356367554,8.165088121,8.236080225,7.269639547,7.541898548,8.00012148,8.878291146,6.941882184,6.861312561,6.161583652,7.452107859,5.921131367,7.984582819,5.507739633,10.26333049,6.092628397,8.605700669,11.36891816,8.181399725,8.41064681,6.350780257,8.355630969,12.08902012,5.587341144,9.931929855,7.773646402,7.218484247,11.7982408,6.803563126,5.270651659,7.585325962,7.431711346,9.252604764,7.779526129,6.965853759,9.855346646
7.377980351,5.772552713,10.15672798,8.298623716,10.0159368,9.908458172,6.669883237,5.369626476,6.847978052,6.611904616,7.940350261,7.83577064,5.696635404,7.883561157,8.664088243,8.428638856,7.670665134,7.422902984,8.064457647,8.831420865,6.9584869,6.961146799,5.907298347,6.692223825,5.716948849,7.846677012,5.185448136,10.2204622,6.187524929,7.595264376,11.6144326,7.949576462,6.972240544,6.358323304,8.443970814,11.68828619,4.810955883,8.821789504,8.012207851,6.819718856,11.75624718,6.956947941,5.315840411,7.762310713,6.735404285,9.212192659,8.10492957,7.110195803,9.505635163
8.474951689,8.679930325,7.338092779,10.03029047,6.073405626,7.174738101,8.001931727,7.556867282,9.890647367,7.654225346,8.507016244,6.808048086,6.513303118,10.06476331,10.24864253,9.675558914,6.550627252,8.743004389,8.514716587,9.861894792,9.426106572,10.53534843,10.01242648,11.03336973,7.279185915,9.196928031,8.816825127,9.582139951,7.115527301,10.26572407,6.790764034,9.46365323,6.82496784,7.380490954,7.059394713,13.499375,7.710410641,7.916567705,8.874586821,11.04417876,10.81311659,7.972777029,7.151343829,8.411921415,9.729196097,9.95527004,9.423834985,7.588471519,10.91459127
7.037581715,6.338615631,8.165538869,8.154794114,6.852199067,8.790696193,6.430116259,5.360453765,6.831787409,6.812150614,7.833328737,7.746577218,5.352631292,7.37654761,9.023322286,7.999110842,6.812150614,8.02837763,8.076320895,9.310916534,6.941861216,6.45550553,5.825960436,6.456124701,5.831176513,7.869339762,5.172071619,11.12923593,6.016733089,7.37397654,12.88836497,8.725485216,7.994524791,6.433380102,9.285497737,10.37103712,4.958570231,8.997171519,8.345384002,6.884028644,12.16765688,7.061607923,5.418092565,7.523147163,6.007940638,9.099937473,7.82846405,6.817100244,8.764637562
8.458172604,9.182449059,7.405118575,9.868615712,5.801109366,7.004432501,7.523119591,7.732730082,9.432603003,7.686244263,8.693817981,6.737713217,6.574390784,9.616036176,9.69571327,9.190989235,6.724238562,8.770487089,8.495927568,10.02268764,8.668608356,10.98554027,8.849341998,11.63679199,6.833503908,9.367232953,7.970307234,9.33930401,7.015200915,9.766029463,8.526551826,9.319636872,6.811126525,7.444208879,7.726516235,12.98135883,8.292419962,8.420531714,8.916597718,10.72735281,11.25759726,7.712018028,7.186981458,8.680473289,8.922002908,9.622997624,8.749337164,7.819480957,11.00565919
7.034029762,5.964973633,9.531167567,7.301743285,9.616076484,7.908102436,6.511981191,5.416541025,6.759333157,6.466439091,8.074741542,9.943282677,5.385350908,7.3011373,8.429088752,7.959645825,7.934948478,7.36617934,7.917272868,9.02558686,6.764778392,6.34813111,5.75562858,6.585482223,5.847802379,7.68377492,5.01777459,10.19681077,5.585265234,8.053170747,11.90671475,8.047397517,6.731091316,6.585976377,8.581328084,10.43397606,4.997611088,9.344935464,7.163738327,6.969229738,11.65909135,7.257498406,6.937596561,7.531771039,6.538803079,8.857971675,7.824164143,6.973605543,8.864955071
8.344946847,9.966778465,7.023334742,10.56858752,5.85994098,6.859486549,7.680866917,8.424786086,10.07331317,8.150511928,8.943101223,6.643029445,6.842067724,10.17507875,9.679607457,10.00207052,6.879741807,8.992574717,8.83646558,10.25749312,8.86122631,11.28079862,9.624073731,12.30500758,7.670658518,9.074629688,8.629069511,9.397617106,7.661746498,10.2804121,6.749566156,9.758260894,6.889061222,7.213579088,7.682472576,13.28537705,8.562436889,8.136137645,9.158284948,11.08759856,10.68096482,7.713592165,7.461219728,8.665256713,9.541284458,10.14274175,9.484469184,7.986409322,10.99790897
7.290408267,7.804893364,9.46361375,8.895261987,8.406104411,7.936140263,6.815349981,6.709983709,8.027536227,7.22232203,8.008021976,8.116542506,5.733024972,8.349372965,8.723740998,8.571555005,7.139763272,7.924173055,8.362546919,9.457628037,7.837736003,9.270511478,6.189380517,9.63968345,6.265586775,8.355676244,5.645045145,10.81730527,6.595427153,8.350148141,11.07339789,8.543634886,8.222515764,6.989855649,8.98038643,12.00925496,7.485341371,8.715002416,8.522082498,8.79520829,11.87233736,6.739132656,6.382887582,7.721795729,7.631749479,9.129053932,8.192596958,7.242858583,9.437964454
7.643636469,7.849013993,7.459808868,9.650456067,5.800217416,7.45721911,6.777659293,6.894986347,8.464711275,7.422603633,8.103161072,6.845643642,6.103741611,8.934048734,8.439557155,9.572662947,6.944859242,8.309311814,8.446310173,9.591148488,9.030591192,10.54440646,6.649078205,10.07582738,7.021269819,9.412202558,5.940043909,9.733930443,6.425770734,9.100137048,9.527479403,8.839760484,6.984556407,7.126277825,8.158291205,12.31109895,7.464034581,8.890848728,8.950257987,10.27360769,11.40009571,6.891124522,6.486065104,7.996847926,9.155651703,9.536223574,9.383361062,7.475159825,10.87358514
6.787559563,6.272710596,10.00923019,8.877855402,8.070530948,9.414450575,6.650167174,5.768283856,6.678180606,7.066364964,7.685887929,7.738565024,5.530966794,7.333587419,8.190938505,7.893402886,6.719896528,7.676648841,8.148395526,8.898614447,6.864708808,6.676811326,5.780131678,6.699969241,5.907676237,8.126062979,5.194295774,10.05231914,6.052574323,7.280534505,13.3183853,8.177509584,7.138147688,6.725073333,8.407478799,10.2414203,4.899205899,9.32629973,8.108211085,6.571093224,12.04721704,6.561592192,5.622975871,7.501461941,6.503960701,8.627706409,8.076971286,7.114350016,9.827020395
6.953716082,6.282979975,7.979363738,8.238256319,6.007796791,8.906836283,6.476284919,5.931078017,6.934514252,6.795545176,8.016957906,7.931779246,5.507392846,7.407921126,8.073595743,7.965619224,8.328913739,8.150785327,8.077737651,9.384176486,7.111283211,6.735900658,5.718683982,6.661076434,5.896017167,7.926402216,5.203042317,10.40205574,5.934339462,7.262750899,10.90563068,8.716096057,6.880299531,6.754451794,8.646758779,9.893190946,5.700759414,9.335474498,7.756854585,6.288400062,11.88356258,5.750959679,5.489841692,7.518888314,6.238186913,9.354071356,7.686886032,6.878407583,8.747040065
6.954208637,6.880109132,8.770768284,8.978197227,6.72143495,8.139168147,6.799677167,5.923548258,6.995808186,7.455753836,7.851117899,6.866523731,5.327713872,7.28689484,8.207039721,7.751440273,6.911863834,7.813947371,8.512430781,9.279847644,7.73002426,7.293451959,5.525306587,7.501212627,5.973898677,8.064491951,5.240146864,10.18735468,5.942124126,7.449348719,11.2101181,8.561156498,6.765155023,6.914683401,8.768067463,10.37752623,5.620319482,9.325582263,8.08537351,7.458151095,12.82717404,6.829085564,5.864209181,7.584045699,6.13957079,9.08225794,8.101582872,6.892225396,9.683022813
8.238740599,9.636170664,7.817105151,10.83614041,5.856526176,7.254661563,7.292494501,8.009213207,9.686700225,8.701427378,8.250920304,6.509255071,6.833515989,10.42414286,10.11058997,10.3883321,6.406582273,9.458824988,9.199722334,10.65486996,9.147305648,11.55365071,9.411377807,12.19013646,7.505882293,9.718829249,7.843314656,9.407068504,7.673561191,9.42294073,5.550601239,9.957806953,6.845161096,7.292617472,7.957612281,13.15252983,9.255929152,8.740051651,9.491952127,10.17240363,11.0301224,7.214652481,7.64873404,8.96520118,9.879895646,10.13098179,10.27629362,7.946995719,11.41661149
7.062884263,6.142035227,8.934211484,7.401545151,7.755743106,8.256707014,6.688126916,5.753272889,6.711245854,7.019314051,8.339429537,7.732694179,5.227577022,7.512475597,8.921091183,7.912059428,7.011599207,7.726666424,7.89964939,8.950908018,7.009243833,6.972832079,5.678504261,7.376908039,5.727607947,7.498277629,4.98895358,10.98583204,6.268199392,7.46949691,11.24087818,8.062005552,6.965411305,6.591899015,8.867611917,11.01852302,4.954889209,8.430088553,7.868674564,7.229231223,11.50093733,6.375543396,5.607053087,7.548522158,6.123341265,8.939132793,7.97056274,6.761589049,8.470673709
6.400276983,6.454545225,10.47620721,7.7520765,8.718856848,9.915598941,6.736859272,5.52653904,6.880313845,6.959814113,7.78706025,8.625854316,7.594178165,6.561174507,8.418903677,7.848400378,8.26912675,7.865012861,8.235480982,9.21911071,7.180323163,7.840712888,5.469009078,6.961248788,5.976931402,8.01131707,5.128874845,9.995143671,6.371773036,7.740791373,12.17258557,8.424752686,7.851705438,6.786021678,8.461080767,10.91801505,4.927768844,9.099734371,8.268102114,6.876737476,12.57613759,6.37353415,5.784745104,7.176190703,6.27672149,8.57113863,7.501369261,7.218660247,8.763413317
8.431692501,10.77776976,6.880533825,10.89699801,5.774002081,7.341338201,7.361553252,8.70170818,10.33408935,8.795282078,8.590012541,6.485117133,6.653792221,10.36127659,10.3849055,10.64901315,6.49042015,8.922287724,9.343148386,10.16337721,10.0525764,12.06157744,9.625028853,13.13661134,7.7272516,9.763541966,8.197865357,9.178311788,7.517411598,11.27752789,6.502140403,9.480657337,6.771787848,8.151838629,7.682126468,13.85196,9.741360814,8.514225542,9.68881905,11.77156954,11.10595246,7.466925501,7.985550671,8.515648919,9.739859929,10.33406069,8.524121586,7.779207876,11.31877395
8.013107264,9.089652328,7.382656019,9.925971463,5.886186264,7.753652864,7.623047754,6.992415194,8.641328059,7.644826601,8.214663603,6.891889632,6.220524673,9.591995989,9.876542469,9.115761765,7.159206424,8.685793271,8.274221568,10.03394498,8.563132459,10.4337567,8.84574438,11.91467416,6.67772413,9.01721898,7.857615185,9.899427528,7.076062588,9.321968244,7.027090395,9.358695117,8.542838593,6.951295944,8.003583924,12.36200691,8.130761753,8.609152408,8.995091088,10.82304122,10.97673786,7.258065242,6.922361315,8.49884353,8.687355401,9.263496819,8.595492283,7.986669723,10.76938099
7.706238045,6.465441066,8.17416007,8.709643913,6.750167854,8.764159467,6.812996509,5.896624653,7.113493307,7.068078477,8.084486702,7.518476877,5.744547707,7.050924496,8.837876495,8.091153374,7.436809028,8.050857774,8.178581983,9.279510845,7.458065359,6.803233021,5.899582645,8.147582647,5.905377257,7.92179551,5.055424819,10.70223551,6.279775925,8.163318778,10.0310642,8.346460064,9.99062759,6.505398924,9.10033858,11.08031604,5.012066862,9.543985626,7.761347251,7.418173033,11.49314301,6.164727198,5.412820832,8.063081121,6.465620257,9.324938457,7.937878223,7.543661435,8.850071754
7.11154732,7.16708682,8.473555823,8.660677321,6.948474719,9.107237614,6.501101991,6.061438015,7.210368304,6.762039389,7.757589162,7.372311954,5.42020502,8.294519393,8.452167166,8.041171107,8.553592774,7.955056318,7.91688423,9.044952955,7.640077595,8.295153723,6.311823613,8.739463533,5.754931106,8.154993921,5.369043018,10.51735252,6.296486125,8.689087391,8.945150961,8.588927681,11.16731527,6.606097685,8.564298507,11.80076948,6.861176707,8.866020435,8.040092549,8.521295318,12.27654352,6.722729128,5.719395677,7.397459716,7.658350748,8.399958451,8.563140635,6.802125221,9.934789252
8.261352092,9.097546448,7.066956554,10.02863034,5.66039151,7.013240886,7.663621113,7.661288947,9.482022375,7.582383347,8.326269471,6.573196035,6.618061876,9.980191104,9.909838428,10.09208193,6.365843367,8.806025591,8.946259583,9.85837543,9.753739944,10.7191021,8.656568973,11.62244053,6.353532609,9.32649183,7.925944041,9.361376894,7.036804747,10.30277297,6.576236634,9.30682188,6.947991553,7.062409274,7.786102372,13.03577164,7.846005072,8.408942271,9.164578707,11.48535475,11.31928414,7.312308225,7.454408194,8.374538095,9.394503577,9.668240754,9.63543868,7.557641457,10.88707271
6.782874287,5.892089254,10.51444103,7.638657793,10.72331383,9.870581467,6.521183883,5.230191058,6.87455138,6.663253444,7.909343274,8.31082992,5.598958335,7.963767896,8.430693874,8.060657983,7.3004374,7.796104347,7.977119455,9.163079154,6.678615212,6.539863062,5.974346827,6.770951986,5.970936518,7.756891486,5.152833794,10.88266369,5.854858591,7.865126083,11.741793,8.481406897,9.690576185,6.562390492,9.153659668,11.28624767,4.943370895,9.585056742,8.007985029,6.691210346,11.73046152,6.871936692,5.376108311,7.93679988,7.260980817,9.31167574,7.946298023,6.889171165,9.437075596
8.000800051,8.65984101,7.309449424,10.25193619,5.76276219,7.451084526,7.119988041,7.453624347,9.15116949,7.415109672,8.397300196,6.754010999,6.523290933,9.599322193,9.248198825,8.927049932,6.700750051,8.680467542,8.563317919,9.917115216,8.416677198,10.23931762,8.220281279,11.41233211,6.600261667,9.05187539,6.798883903,9.799423223,6.661669235,8.694945007,6.491758039,9.252606562,6.82874915,7.002386241,7.706050759,12.55033601,7.802817462,8.560883062,9.071228033,10.07321807,11.28808309,7.22495637,6.67815367,8.269839295,8.847313403,9.300648453,9.304907266,7.804108787,10.63755494
7.570611216,6.475178707,9.508514555,7.989130317,9.64136752,8.913822189,6.543419272,5.429949978,6.956279348,6.341169526,7.842646026,9.0787154,5.881779841,7.73240202,9.08296527,8.038512402,7.243371458,7.686829394,7.758858612,9.256782671,7.410067021,7.512945708,6.139075181,8.249301825,5.672057392,7.909227213,5.61802914,10.30373216,6.006142654,8.099394318,10.10244516,8.019271023,7.402113988,6.545342421,8.709571199,11.72406005,6.916708722,9.305110042,8.225093286,7.416358902,11.75837406,6.669689069,5.561742416,7.402774264,7.382430421,9.134320589,8.182001224,7.134014843,9.291611289
7.514175884,7.717957086,7.020192849,9.058781566,5.630835939,7.977574833,6.392264108,6.244761531,7.688048258,7.313077978,7.718445314,7.201324237,6.320110503,9.058093128,8.684619061,9.42472266,6.533080529,8.319100318,8.271752705,9.580456369,7.859866263,9.059650677,6.95586378,10.09765582,6.534838271,9.212975364,6.107181107,9.856147659,5.931468791,9.47672275,8.300925693,8.904943789,7.102779889,6.884403274,7.966056611,12.21111843,7.979335492,9.031802179,8.163128346,9.607234603,11.98090557,7.194030737,6.54005005,7.917221593,8.878406757,8.99673794,10.14630186,7.167478473,10.76656427
8.614618812,9.948402939,7.575317938,10.68259452,5.981379767,7.068704725,7.363530502,7.259266683,9.086140898,7.771764175,8.312604698,6.235691988,6.141187921,9.819214396,10.43988276,9.372073312,6.298193002,9.032289008,8.594164369,10.3939057,9.836319052,10.05882153,8.471154696,12.26599821,6.859960837,9.038445317,7.002013972,9.402132026,7.385709878,9.020457555,6.917151149,9.558138973,6.88121707,6.991469165,8.094466411,12.8868799,9.107573301,8.574608306,9.720055226,10.91033103,10.84247574,7.19106004,7.270816867,8.160532344,8.41376713,9.219669535,8.903076408,8.109187396,10.61612748
8.643241182,8.446015358,7.883845546,10.57683254,5.736783062,7.084641757,7.540670298,6.964942796,9.079775161,7.878093412,8.846000723,6.449058143,7.109223239,10.19600067,8.955874025,9.70553221,6.658622539,8.035532318,8.441184062,9.382065796,8.831395511,9.256589589,9.08224377,10.64910032,7.022167925,9.20441022,6.957511075,9.264550901,6.561823475,9.752450838,7.047479664,8.827051221,6.870845475,7.090204046,8.240105155,12.89979609,7.699390949,8.27732548,9.545866484,11.15228684,9.41901248,7.671919254,6.833482942,8.718970152,9.360504353,10.18772364,9.219417388,8.054706402,10.58717606
